Raag Name,URL,Time,Aaroh,Avroh,S,r,R,g,G,m,M,P,d,D,n,N,Source_File,Swar,Jati,Thaat,Vadi - Samvadi,Vishranti Sthan,Mukhya Ang,Magnitude,Final_X,Final_Y,Final_Z
"Kalyan, Chandra",https://raagtime.com/ragas/kalyan-chandra,18-21,S - r - M - P - d - P - N - S',S' - N - r - N - d - P - M - d - P - M - r - S,True,True,False,False,False,False,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,1.0,3.0,2.0
"Kalyan, Durga",https://raagtime.com/ragas/kalyan-durga,18-21,S - R - G - M - P - D - N - S',"S' - N - D - P - M - G - R, m - (m)R - (R)'D - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kalyan, Gorakh",https://raagtime.com/ragas/kalyan-gorakh,21-24,S - R - m - D - n - D - S',S' - n - D - P - m - R - S - 'n - 'D - S,True,False,True,False,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
"Kalyan, Hem",https://raagtime.com/ragas/kalyan-hem,18-21,'P - 'D - 'P - S - R - S - G - m - P - D -  P - S',S - D - P - G - m - P - G - m - R - S,True,False,True,False,True,True,False,True,False,True,False,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,6.0,0.0
"Kalyan, Jait",https://raagtime.com/ragas/kalyan-jait,18-21,S - R - G - P - D - S,S - D - P - G - R - S,True,False,True,False,True,False,False,True,False,True,False,False,MASTER_COMBINED_RAW.csv,,,,,,,5,0.0,5.0,0.0
"Kalyan, Kesari",https://raagtime.com/ragas/kalyan-kesari,18-21,S - R - G - P - D - S',S' - D - M - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,False,MASTER_COMBINED_RAW.csv,,,,,,,6,1.0,5.0,0.0
"Kalyan, Khem",https://raagtime.com/ragas/kalyan-khem,18-21,S - G - R - G - m - P - N - S',"S' - N - D - M - G - R, G - M - (G)R - 'N - 'D - 'N - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kalyan, Lakshmi",https://raagtime.com/ragas/kalyan-lakshmi,18-21,"S, R - G - m - R, M - P, D, N - S'","S' - N - D - P, M, m, G - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kalyan, Purba",https://raagtime.com/ragas/kalyan-purba,18-21,S - r - G - M - P - D - N - S',S' - N - D - P - M - G - (M)r - G - r - S,True,True,False,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,5.0,1.0
"Kalyan, Puriya",https://raagtime.com/ragas/kalyan-puriya,15-18,'N - r - G - M - D - N - r' - S',S' - N - D - P - M - G - r - S,True,True,False,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,5.0,1.0
"Kalyan, Raj",https://raagtime.com/ragas/kalyan-raj,21-24,N - R - G - M - D - N - S',"S' N - D - M - G - R, N - R - S",True,False,True,False,True,False,True,False,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,1.0,5.0,0.0
"Kalyan, Samant",https://raagtime.com/ragas/kalyan-samant,21-24,S - R - G - P - D - S',S' - N - D - P - M - G - R - S,True,False,True,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,6.0,0.0
"Kalyan, Shree",https://raagtime.com/ragas/kalyan-shree,06-09,"S, R, M, P, D - P, S'","S', D - P, M - P, R - S",True,False,True,False,False,False,True,True,False,True,False,False,MASTER_COMBINED_RAW.csv,,,,,,,5,1.0,4.0,0.0
"Kalyan, Shuddha",https://raagtime.com/ragas/kalyan-shuddha,18-21,S - R - G - P - D - S',"S - ND - P, P - MG - R - S",True,False,True,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,6.0,0.0
"Kalyan, Shyam",https://raagtime.com/ragas/kalyan-shyam,18-21,S - R - M - P - N - S',S' - N - D - P - M - P - G - m - R - S,True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kalyan, Yaman",https://raagtime.com/ragas/kalyan-yaman,18-21,N - R - G - M - D - N - S',S' - N - D - P - M - G - m - G - R - S,True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
Kamboji,https://raagtime.com/ragas/kamboji,21-24,"S - R - G, P, D - S'","S' - n, D - P, m - G - R - S",True,False,True,False,True,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,6.0,1.0
"Kamboji, Gop",https://raagtime.com/ragas/kamboji-gop,21-24,S - R - g - m - P - D - S',S' - n - D - P - m - g - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
Kamod,https://raagtime.com/ragas/kamod,18-21,S - r - P - m - P - D - P - N - D - S,"S' - N - D - P - M - P - D - P,  G - m - P - G - m - R - S",True,True,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,7.0,1.0
"Kanada, Bageshree",https://raagtime.com/ragas/kanada-bageshree,21-24,"S - R - (m)g - m - P, (m)g - m - D - n - S'",S' - n - D - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Kanada, Darbari",https://raagtime.com/ragas/kanada-darbari,21-24,S - R - g~ - m - P - d~ - n - S',"R' - n - S' - d~ - n - P, m - P - g~ - m - R - S",True,False,True,True,False,True,False,True,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,4.0,3.0
"Kanada, Gunji",https://raagtime.com/ragas/kanada-gunji,21-24,"S - R - G - (R)G - m, m - P - (m)g, D - n - S'","S' - D - n - P, (m)g - (m)g - m - R - S",True,False,True,True,True,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
"Kanada, Hussaini",https://raagtime.com/ragas/kanada-hussaini,21-24,S - 'n - R - g - m - P - D - n - P - S',S' - D - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Kanada, Kafi",https://raagtime.com/ragas/kanada-kafi,24-03,S - R - R - g - m - R - n - D - P - m - P - S',S' - n - D - P - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Kanada, Kaushi",https://raagtime.com/ragas/kanada-kaushi,24-03,"'N - S - m, g - m - d - n - S'","S' - n - d - m, P - m - g - R, g - m - R - S",True,False,True,True,False,True,False,True,True,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,5.0,3.0
"Kanada, Nayaki",https://raagtime.com/ragas/kanada-nayaki,21-24,S - R - m - P - n - S',S' - n - P - m - P - g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
"Kanada, Shahana",https://raagtime.com/ragas/kanada-shahana,21-24,"R - n - S - (m)g - m - P, n - D - n - P, m - P - n - P - S'",S' - n - D - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Kanada, Sughrai",https://raagtime.com/ragas/kanada-sughrai,18-21,S - R - (m)g - m - P - n - P - S',S' - n - D - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Kanada, Suha",https://raagtime.com/ragas/kanada-suha,18-21,"'n - S - (m)g - m, P - n - m - P - S'",S' - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
"Kanada, Suha Sughrai",https://raagtime.com/ragas/kanada-suha-sughrai,18-21,"'n - S - R - g - m, P - n - m - P - S'",S' - n - P - m - P - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
"Kanta, Udan",https://raagtime.com/ragas/kanta-udan,21-24,S - R - m - P - m - D - n - S',S' - n - D - P - m - D - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,6.0,1.0
Kapi,https://raagtime.com/ragas/kapi,18-21,S - R - g - m - P - D - n - S',S' - D - P - m - R - g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
Kedar,https://raagtime.com/ragas/kedar,21-24,"S - m, m - G - P, M - P - D - P - S'","S' - N - D - P, M - P - D - P - m, P - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kedar, Basanti",https://raagtime.com/ragas/kedar-basanti,18-21,"S - R - S - m, m - P, D - N - S'","S' - N - D - P, d - M - P, M - G - M - G, M - G - r - S",True,True,True,False,True,True,True,True,True,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,10,1.0,7.0,2.0
"Kedar, Chandni",https://raagtime.com/ragas/kedar-chandni,21-24,"S - m, M - M - P , D - N - S'","S' - N - D - P, D - P - M, mR - S",True,False,True,False,False,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,6.0,0.0
"Kedar, Jaldhar",https://raagtime.com/ragas/kedar-jaldhar,18-21,"S - R - S - m, m - P - D - S'",S' - D - P - m - R - S,True,False,True,False,False,True,False,True,False,True,False,False,MASTER_COMBINED_RAW.csv,,,,,,,5,0.0,5.0,0.0
"Kedar, Maluha",https://raagtime.com/ragas/kedar-maluha,18-21,"R - 'N - S, m - R - S, m - G - P - M - D - M - P - S'","S' - N - D - M - P,  (P)G - (m)P - G - m - R - S - 'n - 'D - 'P - 'm, 'P - S",True,False,True,False,True,True,True,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,7.0,1.0
"Kedar, Nat",https://raagtime.com/ragas/kedar-nat,18-21,"S - R - S - m, m - G - P, P - D - P - S'","S' - N - D - P, M - P - D - P - m, d - G - m - R - S",True,False,True,False,True,True,True,True,True,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,7.0,1.0
"Kedar, Sangam",https://raagtime.com/ragas/kedar-sangam,24-03,S - G - M - P - D - N - S',"S' - D - P - M, m - P, G - m - R - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
"Kedar, Sawani",https://raagtime.com/ragas/kedar-sawani,Monsoon,"S - R - S - m, m - P, P - n - D - N - S'","S' - D - n - m - P, P(D) - P - m, S - R - S",True,False,True,False,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,6.0,1.0
"Kedar, Shyam",https://raagtime.com/ragas/kedar-shyam,21-24,"S - R - S - m, R - M, P, D - N - S'","S' - N - D - P, D - n - D - P - m - R - S",True,False,True,False,False,True,True,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,6.0,1.0
Khamaj,https://raagtime.com/ragas/khamaj,18-21,S - G - m - P - D - N - S',S' - n - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,7.0,1.0
"Khamaj, Manjh",https://raagtime.com/ragas/khamaj-manjh,24-03,"S - R - G - P - m, G - m - P - D - n - D, P - D - N - S'","S' - n - D - P - m, G - R - G - P - m, G - R - S",True,False,True,False,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,7.0,1.0
Khambavati,https://raagtime.com/ragas/khambavati,21-24,S - R - m - P - D - S',"S - n - D - P, D - m - (P)G - (m)S",True,False,True,False,True,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,6.0,1.0
Khat,https://raagtime.com/ragas/khat,09-12,"R - 'n - S - (m)g, m - P, (n)d - n - S'","R' - S' - n - D - P, (n)m - P - (m)g - m - R - S",True,False,True,True,False,True,False,True,True,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,5.0,3.0
Khokhar,https://raagtime.com/ragas/khokhar,09-12,"S - R - P - m,  n - D - P, m - P - D - S'","S' - n - D - P,  D - n - P, m - G - R - g - R - S",True,False,True,True,True,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
Kirwani,https://raagtime.com/ragas/kirwani,Monsoon,S - R - g - m - P - d - N - S',S' - N - d - P - m - g - R - S,True,False,True,True,False,True,False,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
Kohal,https://raagtime.com/ragas/kohal,21-24,"S - R - g, P - N - S'","S' - n - P, g - R - g - R - S",True,False,True,True,False,False,False,True,False,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
Kolahal,https://raagtime.com/ragas/kolahal,06-09,S - R - G - m - P - N - D - N - S',S' - N - P - D - m - G - R - S,True,False,True,False,True,True,False,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,7.0,0.0
Kolhaas,https://raagtime.com/ragas/kolhaas,15-18,S - R - g - P - D - n - S',S' - n - D - P - g - R - S,True,False,True,True,False,False,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
Koumari,https://raagtime.com/ragas/koumari,18-21,S - r - G - M - P - N - S',S' - N - P - M - G - r - S,True,True,False,False,True,False,True,True,False,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,1.0,4.0,1.0
Kripavati,https://raagtime.com/ragas/kripavati,09-12,S - R - g - P - d - S',S' - n - d - P - d - m - g - R - S,True,False,True,True,False,True,False,True,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,4.0,3.0
Kumudaki,https://raagtime.com/ragas/kumudaki,21-24,S - R - G - M - N - S',S' - N - M - G - R - S,True,False,True,False,True,False,True,False,False,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,5,1.0,4.0,0.0
Lajwanti,https://raagtime.com/ragas/lajwanti,24-03,"'N - S, G - R, m - G, P - D - m - P - S'","S' - P, D - m, P - G, m - P - R - S",True,False,True,False,True,True,False,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,7.0,0.0
Lalit,https://raagtime.com/ragas/lalit,03-06,"'N - r - G - m - M - m, - G - M - d - N - S'",S' - N - d - M - m - G - r - S,True,True,False,False,True,True,True,False,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,4.0,2.0
Lalitavari,https://raagtime.com/ragas/lalitavari,18-21,"N - r - G - m, M - m - G, M - D - N - S'","S' - N - R' - N - D, M - D - M - m - G, r - G - M - G - r - S",True,True,True,False,True,True,True,False,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,6.0,1.0
Lalitkali,https://raagtime.com/ragas/lalitkali,03-06,"'N - r - G - m, M - m, G - P, d - n - d - P, M - d, S'","r' - N - d - P, G - M - m - G, M - G - r - S'",True,True,False,False,True,True,True,True,True,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,5.0,3.0
Lalit Mangal,https://raagtime.com/ragas/lalit-mangal,06-09,S - m - P - D - N - S',r' - N - d - P - M - G - r - S,True,True,False,False,True,True,True,True,True,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,6.0,2.0
Lalit Pancham,https://raagtime.com/ragas/lalit-pancham,06-09,"N - r - G - m, M - G, M - d - N - S'","S' - N - d, M - d - M - m - G, P - G - r - S",True,True,False,False,True,True,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,5.0,2.0
Lankeshree,https://raagtime.com/ragas/lankeshree,21-24,"S - R - G - m, D - P, D - n - S'",R' - N - S' - n - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,7.0,1.0
Latika,https://raagtime.com/ragas/latika,15-18,"S - R - G, P - d - N - S'",S' - N - d - P - G - R - S,True,False,True,False,True,False,False,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
Maand,https://raagtime.com/ragas/maand,18-21,S - G - m - P - D - N - S',"S' - N - D - P - D, P - N - D - P, G - m - G - R - S",True,False,True,False,True,True,False,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,7.0,0.0
Madhukauns,https://raagtime.com/ragas/madhukauns,21-24,S - g - M - P - n - S',S' - n - P - M - g - S,True,False,False,True,False,False,True,True,False,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,5,1.0,2.0,2.0
Madhuranjani,https://raagtime.com/ragas/madhuranjani,21-24,'N - S - g - m - P - N - S',S' - N - P - m - g - R - S,True,False,True,True,False,True,False,True,False,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
Madhuri,https://raagtime.com/ragas/madhuri,24-03,"S - g, P - N - S'","S' - n, P - G, P - m, 'n - S",True,False,False,True,True,True,False,True,False,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
Madhuvanti,https://raagtime.com/ragas/madhuvanti,12-15,'N - S - g - M - P - N - S',S' - N - D - P - M - g - R - S,True,False,True,True,False,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,5.0,1.0
Malagunji,https://raagtime.com/ragas/malagunji,09-12,S - R - G - m - D - N - S',"S' - n - D - P - m - G, m - g - R - S",True,False,True,True,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,7.0,2.0
Malani,https://raagtime.com/ragas/malani,06-09,S - r - g - m - P - S',S' - n - d - m - g - r - S,True,True,False,True,False,True,False,True,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,3.0,4.0
Malarani,https://raagtime.com/ragas/malarani,18-21,"S, R - M - P, N - S'","N - S' - D - P, R - M - P, G - R - S",True,False,True,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,6.0,0.0
Malashree,https://raagtime.com/ragas/malashree,18-21,S - G - P - N - S,"S - (N)P - (M)(G), P - G - S",True,False,False,False,True,False,True,True,False,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,5,1.0,4.0,0.0
Malavi,https://raagtime.com/ragas/malavi,18-21,"S - r - G - M - P, M - D - S'","S' - N - P - M, G - r - S",True,True,False,False,True,False,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,5.0,1.0
Malayamarutam,https://raagtime.com/ragas/malayamarutam,06-09,S - G - P - D - n - S',S' - n - D - P - G - r - S,True,True,False,False,True,False,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,4.0,2.0
"Malhar, Charju Ki",https://raagtime.com/ragas/malhar-charju-ki,Monsoon,"S - m - R - P, n - N - S'","S' - P - D - P, (m)g - (m)g - m - P - m - m\R - S",True,False,True,True,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
"Malhar, Des",https://raagtime.com/ragas/malhar-des,06-09,S - R - m - P - N - S',S' - D - n - P - m - P - (m)g - (m)g - m - R - S,True,False,True,True,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
"Malhar, Dhulia",https://raagtime.com/ragas/malhar-dhulia,Monsoon,"S - (m)R - P, n - D - N - S'","S' - n - D - P, m - R, (m)g - (m)g - m - P - m - m\R - S",True,False,True,True,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
"Malhar, Gaud",https://raagtime.com/ragas/malhar-gaud,Monsoon,"S - R - G - m - R - P, m - P - n - D - N - S'",S' - D - n - P - m - P - m - R - G - R - S,True,False,True,False,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,7.0,1.0
"Malhar, Jayant",https://raagtime.com/ragas/malhar-jayant,21-24,S - (m)R - P - n - D - N - S',"S' - (S')D - n - m - P, (D)P - m - G - R, g - R - S - 'N - S - (S)'D - 'n - R - S",True,False,True,True,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,7.0,2.0
"Malhar, Meera",https://raagtime.com/ragas/malhar-meera,Monsoon,"S - (m)R - P, n - D - N - S'","S' - R' - (n)d - (n)d - n - P, m - P, (m)g - (m)g - m - R - S",True,False,True,True,False,True,False,True,True,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,6.0,3.0
"Malhar, Megh",https://raagtime.com/ragas/malhar-megh,Monsoon,"S, m - R, m - P, n - N - S'","S' - n - P, m - R, m - 'N - R - S",True,False,True,False,False,True,False,True,False,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
"Malhar, Miyan",https://raagtime.com/ragas/malhar-miyan,Monsoon,"S - m - R - P, - m - P - n - D - N - S'",S' - D - n - P - m - P - (m)g~ - m - R - S,True,False,True,True,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,6.0,2.0
"Malhar, Nanak",https://raagtime.com/ragas/malhar-nanak,Monsoon,'N - S - R - g - m - P - n - N - S',S' - n - P - m - g - R - g - m - g - R - S,True,False,True,True,False,True,False,True,False,False,True,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,5.0,2.0
"Malhar, Nat",https://raagtime.com/ragas/malhar-nat,21-24,"S - (G)R - G - m, m - R - P, n - D - N - S'","S' - D - n - P - m, G - R - R - G - G - m - R - S",True,False,True,False,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,8,0.0,7.0,1.0
"Malhar, Ramdasi",https://raagtime.com/ragas/malhar-ramdasi,Monsoon,S - R - P - G - m - P - n - N - S',S' - D - n - m - P - D - P - m - G - m - P - (m)g(m)g - m - R - S,True,False,True,True,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,7.0,2.0
"Malhar, Sur",https://raagtime.com/ragas/malhar-sur,Monsoon,S - R - m - P - n - D - m - P - N - S',S' - n - D - m - P - n - D - P - m - R - S,True,False,True,False,False,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,6.0,1.0
Maligaura,https://raagtime.com/ragas/maligaura,18-21,"S - r - 'N - 'd - 'N, r - G, M - G, M - P - N - S'","S' - r' - N, d - P, N - (d)M, G, M - 'N - r - S",True,True,False,False,True,False,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,4.0,2.0
Malin,https://raagtime.com/ragas/malin,18-21,'N - S - G - P - N - D - S',S' - N - D - P - G - P - G - r - S,True,True,False,False,True,False,False,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
Malkauns,https://raagtime.com/ragas/malkauns,24-03,S - g - m - d - n - S',S' - n - d - m - g - S,True,False,False,True,False,True,False,False,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,5,0.0,2.0,3.0
"Malkauns, Pancham",https://raagtime.com/ragas/malkauns-pancham,24-03,S - g - m - d - n - S',S' - n - d - n - d - m - P - g - m - g - S,True,False,False,True,False,True,False,True,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,3.0,3.0
"Malkauns, Sampoorna",https://raagtime.com/ragas/malkauns-sampoorna,24-03,S - (m)g - m - (n)d - n - S',"S' - n - (n)d - m - (m)g, m - P - m - g, (S)'n - R - S",True,False,True,True,False,True,False,True,True,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,4.0,3.0
Manjiri,https://raagtime.com/ragas/manjiri,24-03,S - G - m - P - d - N - S',S' - N - d - P - M - G - r - S,True,True,False,False,True,True,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,5.0,2.0
"Manjiri, Hauns",https://raagtime.com/ragas/manjiri-hauns,06-09,"S, R - m - P - D, n - S'","S' - D - P, m - P - D - P - m, R - 'n - S",True,False,True,False,False,True,False,True,False,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
"Manjiri, Pat",https://raagtime.com/ragas/manjiri-pat,12-15,S - R - G - m - P - D - N - S',"S' - n - D - P, m - g - R = S",True,False,True,True,True,True,False,True,False,True,True,True,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,7.0,2.0
"Manjiri, Rudra",https://raagtime.com/ragas/manjiri-rudra,09-12,S - R - G - m - P - n - d - n - D - P - S',S' - R' - n - d - P - m - P - g - R - g - m - S,True,False,True,True,True,True,False,True,True,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,9,0.0,6.0,3.0
Manohar,https://raagtime.com/ragas/manohar,18-21,S - r - G - M - d - S',S' - r' - N - d - P - G - M - G - r - S,True,True,False,False,True,False,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,1.0,4.0,2.0
"Manohari, Amba",https://raagtime.com/ragas/manohari-amba,09-12,S - R - g - m - D - N - S',S' - N - D - m - g - R - S,True,False,True,True,False,True,False,False,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
"Manohari, Kamal",https://raagtime.com/ragas/manohari-kamal,06-09,S - G - m - P - d - N - S',S' - N - d - P - m - G - S,True,False,False,False,True,True,False,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,0.0,5.0,1.0
Maru,https://raagtime.com/ragas/maru,15-18,S - r - G - m - M - P - d - N - S',S' - N - d - P - M - m - G - R - S,True,True,True,False,True,True,True,True,True,False,False,True,MASTER_COMBINED_RAW.csv,,,,,,,9,1.0,6.0,2.0
Maru Bihag,https://raagtime.com/ragas/maru-bihag,15-18,"N - S - G - M - P - m - G, M - P - N - S'","S' - N - D - P - M - G, M - G - R - S",True,False,True,False,True,True,True,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,8,1.0,7.0,0.0
Marwa,https://raagtime.com/ragas/marwa,15-18,'N - r - G - M - D - N - D - S',S' - N - D - M - G - r - S,True,True,False,False,True,False,True,False,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,6,1.0,4.0,1.0
Megh,https://raagtime.com/ragas/megh,Monsoon,S - m - R~ - P - m - P - n - S',S' - n - P - m - R~ - S,True,False,True,False,False,True,False,True,False,False,True,False,MASTER_COMBINED_RAW.csv,,,,,,,5,0.0,4.0,1.0
Mevada,https://raagtime.com/ragas/mevada,03-06,S - R - G - m - P - D - N - S',S - N - D - P - m - G - R - S,True,False,True,False,True,True,False,True,False,True,False,True,MASTER_COMBINED_RAW.csv,,,,,,,7,0.0,7.0,0.0
"Mohini, Ahi",https://raagtime.com/ragas/mohini-ahi,21-24,S - r - G - m - P - D - n - S',S' - n - d - P - m - g - R - S,True,True,True,True,True,True,False,True,True,True,True,False,MASTER_COMBINED_RAW.csv,,,,,,,10,0.0,6.0,4.0
